Port|Command|G-Code
COM5|F, C, I3M -650, R,|G01 X4.2875 Y7.2500
COM5|F, C, I2M 65, R,|G01 X4.4500 Y7.2500
COM5|F, C, I3M 650, R,|G01 X4.4500 Y8.8750
COM5|F, C, I2M 65, R,|G01 X4.6125 Y8.8750
COM5|F, C, I3M -650, R,|G01 X4.6125 Y7.2500
COM5|F, C, I2M 65, R,|G01 X4.7750 Y7.2500
COM5|F, C, I3M 650, R,|G01 X4.7750 Y8.8750
COM5|F, C, I2M 65, R,|G01 X4.9375 Y8.8750
COM5|F, C, I3M -650, R,|G01 X4.9375 Y7.2500
COM5|F, C, I2M 65, R,|G01 X5.1000 Y7.2500
COM5|F, C, I3M 650, R,|G01 X5.1000 Y8.8750
COM5|F, C, I2M 65, R,|G01 X5.2625 Y8.8750
COM5|F, C, I3M -650, R,|G01 X5.2625 Y7.2500
COM5|F, C, I2M 65, R,|G01 X5.4250 Y7.2500
COM5|F, C, I3M 650, R,|G01 X5.4250 Y8.8750
COM5|F, C, I2M 65, R,|G01 X5.5875 Y8.8750
COM5|F, C, I3M -650, R,|G01 X5.5875 Y7.2500
COM5|F, C, I2M 65, R,|G01 X5.7500 Y7.2500
COM5|F, C, I3M 650, R,|G01 X5.7500 Y8.8750
COM1|LASER_OFF|M202
COM5|F, C, (I2M 3, I1650M -2100), R,|G01 X9.8750 Y3.6250
COM5|F, C, I2M 1050, R,|G01 X12.5000 Y3.6250
COM5|F, C, I3M 1050, R,|G01 X12.5000 Y6.2500
COM5|F, C, I2M -1050, R,|G01 X9.8750 Y6.2500
COM5|F, C, I3M -1050, R,|G01 X9.8750 Y3.6250
COM1|LASER_ON|M201
COM5|F, C, (I2M 3, I200M 200), R,|G01 X10.3750 Y4.1250
COM5|F, C, I2M 650, R,|G01 X12.0000 Y4.1250
COM5|F, C, I3M 59, R,|G01 X12.0000 Y4.2727
COM5|F, C, I2M -650, R,|G01 X10.3750 Y4.2727
COM5|F, C, I3M 59, R,|G01 X10.3750 Y4.4205
COM5|F, C, I2M 650, R,|G01 X12.0000 Y4.4205
COM5|F, C, I3M 59, R,|G01 X12.0000 Y4.5682
COM5|F, C, I2M -650, R,|G01 X10.3750 Y4.5682
COM5|F, C, I3M 59, R,|G01 X10.3750 Y4.7159
COM5|F, C, I2M 650, R,|G01 X12.0000 Y4.7159
COM5|F, C, I3M 59, R,|G01 X12.0000 Y4.8636
COM5|F, C, I2M -650, R,|G01 X10.3750 Y4.8636
COM5|F, C, I3M 59, R,|G01 X10.3750 Y5.0114
COM5|F, C, I2M 650, R,|G01 X12.0000 Y5.0114
COM5|F, C, I3M 59, R,|G01 X12.0000 Y5.1591
COM5|F, C, I2M -650, R,|G01 X10.3750 Y5.1591
COM5|F, C, I3M 59, R,|G01 X10.3750 Y5.3068
COM5|F, C, I2M 650, R,|G01 X12.0000 Y5.3068
COM5|F, C, I3M 59, R,|G01 X12.0000 Y5.4545
COM5|F, C, I2M -650, R,|G01 X10.3750 Y5.4545
COM5|F, C, I3M 59, R,|G01 X10.3750 Y5.6023
COM5|F, C, I2M 650, R,|G01 X12.0000 Y5.6023
COM5|F, C, I3M 59, R,|G01 X12.0000 Y5.7500
COM5|F, C, I2M -650, R,|G01 X10.3750 Y5.7500
COM1|LASER_OFF|M202
COM5|F, C, (I2M 3, I-200M -2100), R,|G01 X9.8750 Y0.5000
COM5|F, C, I2M 1050, R,|G01 X12.5000 Y0.5000
COM5|F, C, I3M 1050, R,|G01 X12.5000 Y3.1250
COM5|F, C, I2M -1050, R,|G01 X9.8750 Y3.1250
COM5|F, C, I3M -1050, R,|G01 X9.8750 Y0.5000
COM1|LASER_ON|M201
COM5|F, C, (I2M 3, I200M 200), R,|G01 X10.3750 Y1.0000
COM5|F, C, I3M 650, R,|G01 X10.3750 Y2.6250
COM5|F, C, I2M 65, R,|G01 X10.5375 Y2.6250
COM5|F, C, I3M -650, R,|G01 X10.5375 Y1.0000
COM5|F, C, I2M 65, R,|G01 X10.7000 Y1.0000
COM5|F, C, I3M 650, R,|G01 X10.7000 Y2.6250
COM5|F, C, I2M 65, R,|G01 X10.8625 Y2.6250
COM5|F, C, I3M -650, R,|G01 X10.8625 Y1.0000
COM5|F, C, I2M 65, R,|G01 X11.0250 Y1.0000
COM5|F, C, I3M 650, R,|G01 X11.0250 Y2.6250
COM5|F, C, I2M 65, R,|G01 X11.1875 Y2.6250
COM5|F, C, I3M -650, R,|G01 X11.1875 Y1.0000
COM5|F, C, I2M 65, R,|G01 X11.3500 Y1.0000
COM5|F, C, I3M 650, R,|G01 X11.3500 Y2.6250
COM5|F, C, I2M 65, R,|G01 X11.5125 Y2.6250
COM5|F, C, I3M -650, R,|G01 X11.5125 Y1.0000
COM5|F, C, I2M 65, R,|G01 X11.6750 Y1.0000
COM5|F, C, I3M 650, R,|G01 X11.6750 Y2.6250
COM5|F, C, I2M 65, R,|G01 X11.8375 Y2.6250
COM5|F, C, I3M -650, R,|G01 X11.8375 Y1.0000
COM5|F, C, I2M 65, R,|G01 X12.0000 Y1.0000
COM5|F, C, I3M 650, R,|G01 X12.0000 Y2.6250
COM1|LASER_OFF|M202
COM5|F, C, (I2M 3, I-850M 2900), R,|G01 X9.8750 Y9.8750
COM5|F, C, I2M 1050, R,|G01 X12.5000 Y9.8750
COM5|F, C, I3M 1050, R,|G01 X12.5000 Y12.5000
COM5|F, C, I2M -1050, R,|G01 X9.8750 Y12.5000
COM5|F, C, I3M -1050, R,|G01 X9.8750 Y9.8750
COM1|LASER_ON|M201
COM5|F, C, (I2M 3, I200M 200), R,|G01 X10.3750 Y10.3750
COM5|F, C, I2M 650, R,|G01 X12.0000 Y10.3750
COM5|F, C, I3M 59, R,|G01 X12.0000 Y10.5227
COM5|F, C, I2M -650, R,|G01 X10.3750 Y10.5227
COM5|F, C, I3M 59, R,|G01 X10.3750 Y10.6705
COM5|F, C, I2M 650, R,|G01 X12.0000 Y10.6705
COM5|F, C, I3M 59, R,|G01 X12.0000 Y10.8182
COM5|F, C, I2M -650, R,|G01 X10.3750 Y10.8182
COM5|F, C, I3M 59, R,|G01 X10.3750 Y10.9659
COM5|F, C, I2M 650, R,|G01 X12.0000 Y10.9659
COM5|F, C, I3M 59, R,|G01 X12.0000 Y11.1136
COM5|F, C, I2M -650, R,|G01 X10.3750 Y11.1136
COM5|F, C, I3M 59, R,|G01 X10.3750 Y11.2614
COM5|F, C, I2M 650, R,|G01 X12.0000 Y11.2614
COM5|F, C, I3M 59, R,|G01 X12.0000 Y11.4091
COM5|F, C, I2M -650, R,|G01 X10.3750 Y11.4091
COM5|F, C, I3M 59, R,|G01 X10.3750 Y11.5568
COM5|F, C, I2M 650, R,|G01 X12.0000 Y11.5568
COM5|F, C, I3M 59, R,|G01 X12.0000 Y11.7045
COM5|F, C, I2M -650, R,|G01 X10.3750 Y11.7045
COM5|F, C, I3M 59, R,|G01 X10.3750 Y11.8523
COM5|F, C, I2M 650, R,|G01 X12.0000 Y11.8523
COM5|F, C, I3M 59, R,|G01 X12.0000 Y12.0000
COM5|F, C, I2M -650, R,|G01 X10.3750 Y12.0000
COM1|LASER_OFF|M202
COM5|F, C, (I2M 3, I-3950M -850), R,|G01 X0.5000 Y9.8750
COM5|F, C, I2M 1050, R,|G01 X3.1250 Y9.8750
COM5|F, C, I3M 1050, R,|G01 X3.1250 Y12.5000
COM5|F, C, I2M -1050, R,|G01 X0.5000 Y12.5000
COM5|F, C, I3M -1050, R,|G01 X0.5000 Y9.8750
COM1|LASER_ON|M201
COM5|F, C, (I2M 3, I200M 200), R,|G01 X1.0000 Y10.3750
COM5|F, C, I3M 650, R,|G01 X1.0000 Y12.0000
COM5|F, C, I2M 65, R,|G01 X1.1625 Y12.0000
COM5|F, C, I3M -650, R,|G01 X1.1625 Y10.3750
COM5|F, C, I2M 65, R,|G01 X1.3250 Y10.3750
COM5|F, C, I3M 650, R,|G01 X1.3250 Y12.0000
COM5|F, C, I2M 65, R,|G01 X1.4875 Y12.0000
COM5|F, C, I3M -650, R,|G01 X1.4875 Y10.3750
COM5|F, C, I2M 65, R,|G01 X1.6500 Y10.3750
COM5|F, C, I3M 650, R,|G01 X1.6500 Y12.0000
COM5|F, C, I2M 65, R,|G01 X1.8125 Y12.0000
COM5|F, C, I3M -650, R,|G01 X1.8125 Y10.3750
COM5|F, C, I2M 65, R,|G01 X1.9750 Y10.3750
COM5|F, C, I3M 650, R,|G01 X1.9750 Y12.0000
COM5|F, C, I2M 65, R,|G01 X2.1375 Y12.0000
COM5|F, C, I3M -650, R,|G01 X2.1375 Y10.3750
COM5|F, C, I2M 65, R,|G01 X2.3000 Y10.3750
COM5|F, C, I3M 650, R,|G01 X2.3000 Y12.0000
COM5|F, C, I2M 65, R,|G01 X2.4625 Y12.0000
COM5|F, C, I3M -650, R,|G01 X2.4625 Y10.3750
COM5|F, C, I2M 65, R,|G01 X2.6250 Y10.3750
COM5|F, C, I3M 650, R,|G01 X2.6250 Y12.0000
COM1|LASER_OFF|M202
COM5|F, C, (I2M 3, I400M -3350), R,|G01 X3.6250 Y3.6250
COM5|F, C, I2M 1050, R,|G01 X6.2500 Y3.6250
COM5|F, C, I3M 1050, R,|G01 X6.2500 Y6.2500
COM5|F, C, I2M -1050, R,|G01 X3.6250 Y6.2500
COM5|F, C, I3M -1050, R,|G01 X3.6250 Y3.6250
COM1|LASER_ON|M201
COM5|F, C, (I2M 3, I200M 200), R,|G01 X4.1250 Y4.1250
COM5|F, C, I2M 650, R,|G01 X5.7500 Y4.1250
COM5|F, C, I3M 59, R,|G01 X5.7500 Y4.2727
COM5|F, C, I2M -650, R,|G01 X4.1250 Y4.2727
COM5|F, C, I3M 59, R,|G01 X4.1250 Y4.4205
COM5|F, C, I2M 650, R,|G01 X5.7500 Y4.4205
COM5|F, C, I3M 59, R,|G01 X5.7500 Y4.5682
COM5|F, C, I2M -650, R,|G01 X4.1250 Y4.5682
COM5|F, C, I3M 59, R,|G01 X4.1250 Y4.7159
COM5|F, C, I2M 650, R,|G01 X5.7500 Y4.7159
COM5|F, C, I3M 59, R,|G01 X5.7500 Y4.8636
COM5|F, C, I2M -650, R,|G01 X4.1250 Y4.8636
COM5|F, C, I3M 59, R,|G01 X4.1250 Y5.0114
COM5|F, C, I2M 650, R,|G01 X5.7500 Y5.0114
COM5|F, C, I3M 59, R,|G01 X5.7500 Y5.1591
COM5|F, C, I2M -650, R,|G01 X4.1250 Y5.1591
COM5|F, C, I3M 59, R,|G01 X4.1250 Y5.3068
COM5|F, C, I2M 650, R,|G01 X5.7500 Y5.3068
COM5|F, C, I3M 59, R,|G01 X5.7500 Y5.4545
COM5|F, C, I2M -650, R,|G01 X4.1250 Y5.4545
COM5|F, C, I3M 59, R,|G01 X4.1250 Y5.6023
COM5|F, C, I2M 650, R,|G01 X5.7500 Y5.6023
COM5|F, C, I3M 59, R,|G01 X5.7500 Y5.7500
COM5|F, C, I2M -650, R,|G01 X4.1250 Y5.7500
COM1|LASER_OFF|M202
COM5|F, C, (I2M 3, I2300M 400), R,|G01 X9.8750 Y6.7500
COM5|F, C, I2M 1050, R,|G01 X12.5000 Y6.7500
COM5|F, C, I3M 1050, R,|G01 X12.5000 Y9.3750
COM5|F, C, I2M -1050, R,|G01 X9.8750 Y9.3750
COM5|F, C, I3M -1050, R,|G01 X9.8750 Y6.7500
COM1|LASER_ON|M201
COM5|F, C, (I2M 3, I200M 200), R,|G01 X10.3750 Y7.2500
COM5|F, C, I3M 650, R,|G01 X10.3750 Y8.8750
COM5|F, C, I2M 65, R,|G01 X10.5375 Y8.8750
COM5|F, C, I3M -650, R,|G01 X10.5375 Y7.2500
COM5|F, C, I2M 65, R,|G01 X10.7000 Y7.2500
COM5|F, C, I3M 650, R,|G01 X10.7000 Y8.8750
COM5|F, C, I2M 65, R,|G01 X10.8625 Y8.8750
COM5|F, C, I3M -650, R,|G01 X10.8625 Y7.2500
COM5|F, C, I2M 65, R,|G01 X11.0250 Y7.2500
COM5|F, C, I3M 650, R,|G01 X11.0250 Y8.8750
COM5|F, C, I2M 65, R,|G01 X11.1875 Y8.8750
COM5|F, C, I3M -650, R,|G01 X11.1875 Y7.2500
COM5|F, C, I2M 65, R,|G01 X11.3500 Y7.2500
COM5|F, C, I3M 650, R,|G01 X11.3500 Y8.8750
COM5|F, C, I2M 65, R,|G01 X11.5125 Y8.8750
COM5|F, C, I3M -650, R,|G01 X11.5125 Y7.2500
COM5|F, C, I2M 65, R,|G01 X11.6750 Y7.2500
COM5|F, C, I3M 650, R,|G01 X11.6750 Y8.8750
COM5|F, C, I2M 65, R,|G01 X11.8375 Y8.8750
COM5|F, C, I3M -650, R,|G01 X11.8375 Y7.2500
COM5|F, C, I2M 65, R,|G01 X12.0000 Y7.2500
COM5|F, C, I3M 650, R,|G01 X12.0000 Y8.8750
COM1|LASER_OFF|M202
COM5|F, C, (I2M 3, I-4600M -2100), R,|G01 X0.5000 Y3.6250
COM5|F, C, I2M 1050, R,|G01 X3.1250 Y3.6250
COM5|F, C, I3M 1050, R,|G01 X3.1250 Y6.2500
COM5|F, C, I2M -1050, R,|G01 X0.5000 Y6.2500
COM5|F, C, I3M -1050, R,|G01 X0.5000 Y3.6250
COM1|LASER_ON|M201
COM5|F, C, (I2M 3, I200M 200), R,|G01 X1.0000 Y4.1250
COM5|F, C, I3M 650, R,|G01 X1.0000 Y5.7500
COM5|F, C, I2M 65, R,|G01 X1.1625 Y5.7500
COM5|F, C, I3M -650, R,|G01 X1.1625 Y4.1250
COM5|F, C, I2M 65, R,|G01 X1.3250 Y4.1250
COM5|F, C, I3M 650, R,|G01 X1.3250 Y5.7500
COM5|F, C, I2M 65, R,|G01 X1.4875 Y5.7500
COM5|F, C, I3M -650, R,|G01 X1.4875 Y4.1250
COM5|F, C, I2M 65, R,|G01 X1.6500 Y4.1250
COM5|F, C, I3M 650, R,|G01 X1.6500 Y5.7500
COM5|F, C, I2M 65, R,|G01 X1.8125 Y5.7500
COM5|F, C, I3M -650, R,|G01 X1.8125 Y4.1250
COM5|F, C, I2M 65, R,|G01 X1.9750 Y4.1250
COM5|F, C, I3M 650, R,|G01 X1.9750 Y5.7500
COM5|F, C, I2M 65, R,|G01 X2.1375 Y5.7500
COM5|F, C, I3M -650, R,|G01 X2.1375 Y4.1250
COM5|F, C, I2M 65, R,|G01 X2.3000 Y4.1250
COM5|F, C, I3M 650, R,|G01 X2.3000 Y5.7500
COM5|F, C, I2M 65, R,|G01 X2.4625 Y5.7500
COM5|F, C, I3M -650, R,|G01 X2.4625 Y4.1250
COM5|F, C, I2M 65, R,|G01 X2.6250 Y4.1250
COM5|F, C, I3M 650, R,|G01 X2.6250 Y5.7500
COM1|LASER_OFF|M202
COM5|F, C, (I2M 3, I1650M -850), R,|G01 X6.7500 Y3.6250
COM5|F, C, I2M 1050, R,|G01 X9.3750 Y3.6250
COM5|F, C, I3M 1050, R,|G01 X9.3750 Y6.2500
COM5|F, C, I2M -1050, R,|G01 X6.7500 Y6.2500
COM5|F, C, I3M -1050, R,|G01 X6.7500 Y3.6250
COM1|LASER_ON|M201
COM5|F, C, (I2M 3, I200M 200), R,|G01 X7.2500 Y4.1250
COM5|F, C, I3M 650, R,|G01 X7.2500 Y5.7500
COM5|F, C, I2M 65, R,|G01 X7.4125 Y5.7500
COM5|F, C, I3M -650, R,|G01 X7.4125 Y4.1250
COM5|F, C, I2M 65, R,|G01 X7.5750 Y4.1250
COM5|F, C, I3M 650, R,|G01 X7.5750 Y5.7500
COM5|F, C, I2M 65, R,|G01 X7.7375 Y5.7500
COM5|F, C, I3M -650, R,|G01 X7.7375 Y4.1250
COM5|F, C, I2M 65, R,|G01 X7.9000 Y4.1250
COM5|F, C, I3M 650, R,|G01 X7.9000 Y5.7500
COM5|F, C, I2M 65, R,|G01 X8.0625 Y5.7500
COM5|F, C, I3M -650, R,|G01 X8.0625 Y4.1250
COM5|F, C, I2M 65, R,|G01 X8.2250 Y4.1250
COM5|F, C, I3M 650, R,|G01 X8.2250 Y5.7500
COM5|F, C, I2M 65, R,|G01 X8.3875 Y5.7500
COM5|F, C, I3M -650, R,|G01 X8.3875 Y4.1250
COM5|F, C, I2M 65, R,|G01 X8.5500 Y4.1250
COM5|F, C, I3M 650, R,|G01 X8.5500 Y5.7500
COM5|F, C, I2M 65, R,|G01 X8.7125 Y5.7500
COM5|F, C, I3M -650, R,|G01 X8.7125 Y4.1250
COM5|F, C, I2M 65, R,|G01 X8.8750 Y4.1250
COM5|F, C, I3M 650, R,|G01 X8.8750 Y5.7500
COM1|LASER_OFF|M202
COM5|F, C, (I2M 3, I-2100M -2100), R,|G01 X3.6250 Y0.5000
COM5|F, C, I2M 1050, R,|G01 X6.2500 Y0.5000
COM5|F, C, I3M 1050, R,|G01 X6.2500 Y3.1250
COM5|F, C, I2M -1050, R,|G01 X3.6250 Y3.1250
COM5|F, C, I3M -1050, R,|G01 X3.6250 Y0.5000
COM1|LASER_ON|M201
COM5|F, C, (I2M 3, I200M 200), R,|G01 X4.1250 Y1.0000
COM5|F, C, I3M 650, R,|G01 X4.1250 Y2.6250
COM5|F, C, I2M 65, R,|G01 X4.2875 Y2.6250
COM5|F, C, I3M -650, R,|G01 X4.2875 Y1.0000
COM5|F, C, I2M 65, R,|G01 X4.4500 Y1.0000
COM5|F, C, I3M 650, R,|G01 X4.4500 Y2.6250
COM5|F, C, I2M 65, R,|G01 X4.6125 Y2.6250
COM5|F, C, I3M -650, R,|G01 X4.6125 Y1.0000
COM5|F, C, I2M 65, R,|G01 X4.7750 Y1.0000
COM5|F, C, I3M 650, R,|G01 X4.7750 Y2.6250
COM5|F, C, I2M 65, R,|G01 X4.9375 Y2.6250
COM5|F, C, I3M -650, R,|G01 X4.9375 Y1.0000
COM5|F, C, I2M 65, R,|G01 X5.1000 Y1.0000
COM5|F, C, I3M 650, R,|G01 X5.1000 Y2.6250
COM5|F, C, I2M 65, R,|G01 X5.2625 Y2.6250
COM5|F, C, I3M -650, R,|G01 X5.2625 Y1.0000
COM5|F, C, I2M 65, R,|G01 X5.4250 Y1.0000
COM5|F, C, I3M 650, R,|G01 X5.4250 Y2.6250
COM5|F, C, I2M 65, R,|G01 X5.5875 Y2.6250
COM5|F, C, I3M -650, R,|G01 X5.5875 Y1.0000
COM5|F, C, I2M 65, R,|G01 X5.7500 Y1.0000
COM5|F, C, I3M 650, R,|G01 X5.7500 Y2.6250
COM1|LASER_OFF|M202
COM5|F, C, (I2M 3, I400M 1650), R,|G01 X6.7500 Y6.7500
COM5|F, C, I2M 1050, R,|G01 X9.3750 Y6.7500
COM5|F, C, I3M 1050, R,|G01 X9.3750 Y9.3750
COM5|F, C, I2M -1050, R,|G01 X6.7500 Y9.3750
COM5|F, C, I3M -1050, R,|G01 X6.7500 Y6.7500
COM1|LASER_ON|M201
COM5|F, C, (I2M 3, I200M 200), R,|G01 X7.2500 Y7.2500
COM5|F, C, I2M 650, R,|G01 X8.8750 Y7.2500
COM5|F, C, I3M 59, R,|G01 X8.8750 Y7.3977
COM5|F, C, I2M -650, R,|G01 X7.2500 Y7.3977
COM5|F, C, I3M 59, R,|G01 X7.2500 Y7.5455
COM5|F, C, I2M 650, R,|G01 X8.8750 Y7.5455
COM5|F, C, I3M 59, R,|G01 X8.8750 Y7.6932
COM5|F, C, I2M -650, R,|G01 X7.2500 Y7.6932
COM5|F, C, I3M 59, R,|G01 X7.2500 Y7.8409
COM5|F, C, I2M 650, R,|G01 X8.8750 Y7.8409
COM5|F, C, I3M 59, R,|G01 X8.8750 Y7.9886
COM5|F, C, I2M -650, R,|G01 X7.2500 Y7.9886
COM5|F, C, I3M 59, R,|G01 X7.2500 Y8.1364
COM5|F, C, I2M 650, R,|G01 X8.8750 Y8.1364
COM5|F, C, I3M 59, R,|G01 X8.8750 Y8.2841
COM5|F, C, I2M -650, R,|G01 X7.2500 Y8.2841
COM5|F, C, I3M 59, R,|G01 X7.2500 Y8.4318
COM5|F, C, I2M 650, R,|G01 X8.8750 Y8.4318
COM5|F, C, I3M 59, R,|G01 X8.8750 Y8.5795
COM5|F, C, I2M -650, R,|G01 X7.2500 Y8.5795
COM5|F, C, I3M 59, R,|G01 X7.2500 Y8.7273
COM5|F, C, I2M 650, R,|G01 X8.8750 Y8.7273
COM5|F, C, I3M 59, R,|G01 X8.8750 Y8.8750
COM5|F, C, I2M -650, R,|G01 X7.2500 Y8.8750
COM1|LASER_OFF|M202
COM5|F, C, (I2M 3, I-2700M -3350), R,|G01 X0.5000 Y0.5000
COM5|F, C, I2M 1050, R,|G01 X3.1250 Y0.5000
COM5|F, C, I3M 1050, R,|G01 X3.1250 Y3.1250
COM5|F, C, I2M -1050, R,|G01 X0.5000 Y3.1250
COM5|F, C, I3M -1050, R,|G01 X0.5000 Y0.5000
COM1|LASER_ON|M201
COM5|F, C, (I2M 3, I200M 200), R,|G01 X1.0000 Y1.0000
COM5|F, C, I2M 650, R,|G01 X2.6250 Y1.0000
COM5|F, C, I3M 59, R,|G01 X2.6250 Y1.1477
COM5|F, C, I2M -650, R,|G01 X1.0000 Y1.1477
COM5|F, C, I3M 59, R,|G01 X1.0000 Y1.2955
COM5|F, C, I2M 650, R,|G01 X2.6250 Y1.2955
COM5|F, C, I3M 59, R,|G01 X2.6250 Y1.4432
COM5|F, C, I2M -650, R,|G01 X1.0000 Y1.4432
COM5|F, C, I3M 59, R,|G01 X1.0000 Y1.5909
COM5|F, C, I2M 650, R,|G01 X2.6250 Y1.5909
COM5|F, C, I3M 59, R,|G01 X2.6250 Y1.7386
COM5|F, C, I2M -650, R,|G01 X1.0000 Y1.7386
COM5|F, C, I3M 59, R,|G01 X1.0000 Y1.8864
COM5|F, C, I2M 650, R,|G01 X2.6250 Y1.8864
COM5|F, C, I3M 59, R,|G01 X2.6250 Y2.0341
COM5|F, C, I2M -650, R,|G01 X1.0000 Y2.0341
COM5|F, C, I3M 59, R,|G01 X1.0000 Y2.1818
COM5|F, C, I2M 650, R,|G01 X2.6250 Y2.1818
COM5|F, C, I3M 59, R,|G01 X2.6250 Y2.3295
COM5|F, C, I2M -650, R,|G01 X1.0000 Y2.3295
COM5|F, C, I3M 59, R,|G01 X1.0000 Y2.4773
COM5|F, C, I2M 650, R,|G01 X2.6250 Y2.4773
COM5|F, C, I3M 59, R,|G01 X2.6250 Y2.6250
COM5|F, C, I2M -650, R,|G01 X1.0000 Y2.6250
COM1|LASER_OFF|M202
COM11|F, C, I1M  1040, I2M -1040, R,|G01 Z2.6000
COM5|F, C, I4M  0, R,|G01 Z2.6000
COM5|F, C, I4M -0, R,|G01 Z2.6000
COM5|F, C, (I2M 3, I-400M -1050), R,|G01 X0.0000 Y0.0000
COM5|F, C, I2M 5200, R,|G01 X13.0000 Y0.0000
COM5|F, C, I3M 5200, R,|G01 X13.0000 Y13.0000
COM5|F, C, I2M -5200, R,|G01 X0.0000 Y13.0000
COM5|F, C, I3M -5200, R,|G01 X0.0000 Y0.0000
COM5|F, C, (I2M 3, I1450M 2700), R,|G01 X3.6250 Y6.7500
COM5|F, C, I2M 1050, R,|G01 X6.2500 Y6.7500
COM5|F, C, I3M 1050, R,|G01 X6.2500 Y9.3750
COM5|F, C, I2M -1050, R,|G01 X3.6250 Y9.3750
COM5|F, C, I3M -1050, R,|G01 X3.6250 Y6.7500
COM1|LASER_ON|M201
COM5|F, C, (I2M 3, I200M 200), R,|G01 X4.1250 Y7.2500
COM5|F, C, I2M 650, R,|G01 X5.7500 Y7.2500
COM5|F, C, I3M 59, R,|G01 X5.7500 Y7.3977
COM5|F, C, I2M -650, R,|G01 X4.1250 Y7.3977
COM5|F, C, I3M 59, R,|G01 X4.1250 Y7.5455
COM5|F, C, I2M 650, R,|G01 X5.7500 Y7.5455
COM5|F, C, I3M 59, R,|G01 X5.7500 Y7.6932
COM5|F, C, I2M -650, R,|G01 X4.1250 Y7.6932
COM5|F, C, I3M 59, R,|G01 X4.1250 Y7.8409
COM5|F, C, I2M 650, R,|G01 X5.7500 Y7.8409
COM5|F, C, I3M 59, R,|G01 X5.7500 Y7.9886
COM5|F, C, I2M -650, R,|G01 X4.1250 Y7.9886
COM5|F, C, I3M 59, R,|G01 X4.1250 Y8.1364
COM5|F, C, I2M 650, R,|G01 X5.7500 Y8.1364
COM5|F, C, I3M 59, R,|G01 X5.7500 Y8.2841
COM5|F, C, I2M -650, R,|G01 X4.1250 Y8.2841
COM5|F, C, I3M 59, R,|G01 X4.1250 Y8.4318
COM5|F, C, I2M 650, R,|G01 X5.7500 Y8.4318
COM5|F, C, I3M 59, R,|G01 X5.7500 Y8.5795
COM5|F, C, I2M -650, R,|G01 X4.1250 Y8.5795
COM5|F, C, I3M 59, R,|G01 X4.1250 Y8.7273
COM5|F, C, I2M 650, R,|G01 X5.7500 Y8.7273
COM5|F, C, I3M 59, R,|G01 X5.7500 Y8.8750
COM5|F, C, I2M -650, R,|G01 X4.1250 Y8.8750
COM1|LASER_OFF|M202
COM5|F, C, (I2M 3, I1050M 400), R,|G01 X6.7500 Y9.8750
COM5|F, C, I2M 1050, R,|G01 X9.3750 Y9.8750
COM5|F, C, I3M 1050, R,|G01 X9.3750 Y12.5000
COM5|F, C, I2M -1050, R,|G01 X6.7500 Y12.5000
COM5|F, C, I3M -1050, R,|G01 X6.7500 Y9.8750
COM1|LASER_ON|M201
COM5|F, C, (I2M 3, I200M 200), R,|G01 X7.2500 Y10.3750
COM5|F, C, I2M 650, R,|G01 X8.8750 Y10.3750
COM5|F, C, I3M 59, R,|G01 X8.8750 Y10.5227
COM5|F, C, I2M -650, R,|G01 X7.2500 Y10.5227
COM5|F, C, I3M 59, R,|G01 X7.2500 Y10.6705
COM5|F, C, I2M 650, R,|G01 X8.8750 Y10.6705
COM5|F, C, I3M 59, R,|G01 X8.8750 Y10.8182
COM5|F, C, I2M -650, R,|G01 X7.2500 Y10.8182
COM5|F, C, I3M 59, R,|G01 X7.2500 Y10.9659
COM5|F, C, I2M 650, R,|G01 X8.8750 Y10.9659
COM5|F, C, I3M 59, R,|G01 X8.8750 Y11.1136
COM5|F, C, I2M -650, R,|G01 X7.2500 Y11.1136
COM5|F, C, I3M 59, R,|G01 X7.2500 Y11.2614
COM5|F, C, I2M 650, R,|G01 X8.8750 Y11.2614
COM5|F, C, I3M 59, R,|G01 X8.8750 Y11.4091
COM5|F, C, I2M -650, R,|G01 X7.2500 Y11.4091
COM5|F, C, I3M 59, R,|G01 X7.2500 Y11.5568
COM5|F, C, I2M 650, R,|G01 X8.8750 Y11.5568
COM5|F, C, I3M 59, R,|G01 X8.8750 Y11.7045
COM5|F, C, I2M -650, R,|G01 X7.2500 Y11.7045
COM5|F, C, I3M 59, R,|G01 X7.2500 Y11.8523
COM5|F, C, I2M 650, R,|G01 X8.8750 Y11.8523
COM5|F, C, I3M 59, R,|G01 X8.8750 Y12.0000
COM5|F, C, I2M -650, R,|G01 X7.2500 Y12.0000
COM1|LASER_OFF|M202
COM5|F, C, (I2M 3, I-1450M -4600), R,|G01 X3.6250 Y0.5000
COM5|F, C, I2M 1050, R,|G01 X6.2500 Y0.5000
COM5|F, C, I3M 1050, R,|G01 X6.2500 Y3.1250
COM5|F, C, I2M -1050, R,|G01 X3.6250 Y3.1250
COM5|F, C, I3M -1050, R,|G01 X3.6250 Y0.5000
COM1|LASER_ON|M201
COM5|F, C, (I2M 3, I200M 200), R,|G01 X4.1250 Y1.0000
COM5|F, C, I2M 650, R,|G01 X5.7500 Y1.0000
COM5|F, C, I3M 59, R,|G01 X5.7500 Y1.1477
COM5|F, C, I2M -650, R,|G01 X4.1250 Y1.1477
COM5|F, C, I3M 59, R,|G01 X4.1250 Y1.2955
COM5|F, C, I2M 650, R,|G01 X5.7500 Y1.2955
